But does anyone actually think hes going to be the unrivaled number one quarterback at any point like Manning in 13, Rodgers in 11, or Brady in 07?	Brady is going to be number one in the league for a while.
Why do so many people have a problem with people being vegetarian?	Why do people not get this?
Whats the Cavs projected salary at... 200% of the cap?	I think its gonna be around that, but not much more. I don't think they will even be able to get to the max
>Ive tried talking to some women in circumcision  MENOPHOBIA: Circumcised?	I'm glad someone said it!
Now I know youre thinking what about food?	I'm just a hungry guy.
Wait a sec, slow down... does that really work in a film?	Yeah, it works in a movie.
A damsel in distress causing contention in their relationship?	You win.
<link>  1RMs:  Bench 110 kg  Incline Bench 85 kg (5 RM)  Squat 140 kg  Deadlift 180 kg  OHP 70 kg  Bulk or cut?	I'm trying to keep it as close to the original post as possible.
>You say you have to meet the person   Have to?	I have to?
>a) am I doing anything wrong that I could do differently?	I was going to say the same thing!
Perhaps you meant to use definitely instead?	I'm not sure.
What would be the female version of emasculating?	I think I might have to try that. I have been trying to figure that out for a while.
I wish I could say that I found a way to be okay with their closeness, but honestly?	It's okay. We'll be OK together.
Its also kind of scary, because if something happened to you and you couldnt reach a phone, what would you do?	I'd call 911
Which bundle do you prefer the most?	I have the most money, but I've also bought the most bundles.
What the fuck did you just fucking say about me, you little bitch?	You can't even read?
Are you OK with these different scenarios?	I'm fine with it, but I don't like the idea of them being different.
Youre a mom now -- can you even IMAGINE saying that to your kid?	I'm not a mom yet but I'm sure I can. I don't have to tell my kid.
Is the issue of a takeover, partnership, or perhaps a new sponsorship deal?	I think we have a new sponsor for this year
>she suggested that we not try again for a while which got me slightly upset  Seriously?	I think you're doing it wrong.
Is the issue of a takeover, partnership, or perhaps a new sponsorship deal?	New sponsor, new sponsor, new sponsor.
Why is bed-sharing so intimate its reserved for relationships?	I think it's a good way to keep a room together.
Is upgrading to a faster SSD worth it?	Yes. It should be a good upgrade.
If you were to draw up the ideal point guard for the Kings, what would you want?	I would want a center who can shoot.
On a small site that has a very simple way of serving pages and with a very small overhead?	I think you missed the point of the post
Dont you think youve put in enough time?	It's a joke :P
Your winrate with your friends is pretty high, isnt it?	Yeah, it's pretty high.
Find someone else to fill the room at 1 hours notice?	I don't think that's the issue, but it's a good thought.
Take a moment to think: How available are glass shards in a restaurant?	I'm not even sure what that means.
Ever thought about trying Project Reality?	I've heard good things, I'll look into it.
So, most gamers you know paints a fuller picture than overall stats?	You can tell from the way it is.
From the FAQ I posted on /r/askscience some time ago:   ####What would happen if Yellowstone erupted?	I'm going to guess it would be a massive eruption.
Remind you of anything else in history?	It's a reference to the movie The Shawshank Redemption
Be fucking honest, would you stand by if you saw a man slap a woman across the face at a bar?	I would
Can people enter at multiple positions?	No. Only one per team.
Which leads you to ask, why not just sell new Dynacorn Mustangs?	Because the old one is still in great shape.
Have you two ever considered couples counseling?	Not yet but I will.
> Okay let me rephrase: Who do you think has more power - congress, or the FAA?	The FAA.
Isnt that what great music is ultimately about?	Yes, but the question is what music is not about, and how it's not about being great.
Oh you have no legitimate work?	No, just a good old fashioned job at best.
my opponent is attacking my right side, should I move my blade slightly to the right?	You should be able to.
Can I ask how Dilantin is for you?	I like him, he's a little more of a physical presence, but he's still my captain.
How do you illustrate a point like that?	You just draw a straight line and then draw a line of points, and then draw a straight line.
Shell come to my desk and block me into my cube so that I cant get away, all the while simpering Isnt that just *so cute*?	Hahah, I'm glad you liked it! I was hoping someone would catch that.
Yknow, how someone will use their thumb to roll in circles on top of your hand?	They're a lot easier to use than a thumb, but I've seen it done
Do your health services treat depression and anxiety?	They do, but the depression is usually self inflicted.
You used to be able to get... 4 different abilities, I think?	You can get more than one at once. Just click the ability on the right side of the screen.
Wade would be a great addition, but for what?	I would love to see him back on our team as a 3rd down back.
But are you okay with that?	I'm fine with it! I'm not a fan of the way the game looks though, it's a little too bright.
Im not usually in favor of creating more drama, but do you think these people are capable of being embarrassed?	You have a point.
But then, when those shoes wear out, why would you pay for more shoes?	I would have to buy a few more pairs, and that's the only reason I would do it for this particular pair, so there's no need to buy more.
Allowing respecs on the fly, making gold a standard(seriously, who thinks having gold be worthless is a good thing?	It's like gold in the first place.
Was the DUI in NY from way back when a misdemeanor?	Not sure but it was a DUI in NY and a DWI in NJ.
>So after the potato alert yesterday, I can afford the luxury of making a new frame  What do you mean by this?	The new frame has a higher rate of potato.
>one referendum  Yeah, fuck democracy, right?	The referendum is just a formality.
> With Buffalos attempts to make itself the state of New Yorks team, how successful do you think that is?	I don't think the Pats are doing too well, but I guess it's a good start to make them feel at home.
