B|What, what kind of work do you do?|qw	A|Uh, I'm a research engineer,|sd
B|What kind of crimes would you use it for?|qw	A|Uh, premeditated murder. Crimes of that nature, I think should definitely,|sv
A|Um, what's our topic?|qw	B|Taxes.|sd
A|What do you do?|qw	B|Um,|%
B|What are you studying down there?|qw	A|Physics.|sd
B|What|qw	A|And, uh  you know, and so the students were, you know, to some extent, motivated to learn.|sv
A|What do you do?|qw	B|About the same thing.|sd
A|Uh, what would you do to change it? To make it better?|qw	B|Well, uh, the, the only I can, I you know,|%
A|Where do you get most of your news?|qw	B|I watch the MACNEIL LEHRER news hour,|sd
A|Where, where are you?|qw	B|I'm in Dallas.|sd
A|What area do you live in?|qw	B|I live in Houston.|sd
A|Let's see what else do you do to your house?|qo	B|Well, I've done some rewiring on it.|sd
A|Which ones?|qw	B|I tape THIRTY SOMETHING, and L A LAW.|sd
B|And what night is it on?|qw	A|Well, we watched it,|^h
B|What brand are they?|qw	A|One of them's a Compaq|sd
B|What kind of consulting do you do?|qw	A|Um, well, I actually do some work, working at M I T and at NIST, National Institute of Standards and Technology in Washington,|sd
B|What kind of work do you do when you're consulting?|qw	A|Um, well, it depends,|^h
B|Where, Where are you,|qw	A|I haven't ever noticed the thirty second warning actually.|sd
B|What time is it now where you are?|qw	A|Uh, about twenty after four.|sd
A|And what do you work on at T I?|qw	B|I'm a computer programmer on the I B M main frames.|sd
A|Um, what do you think about the proposal that all young Americans should spend a year or two,|qo	B|I think it's a good idea.|sv
A|What part of the country?|qw	B|Well, I live in Richardson right now.  Which is just,|sd
A|How  about you?|qo	B|Well, I have, uh, a nine year old and a six year old|sd
B|What kind of music do you like?|qw	A|I, um, I was thinking about it for a long time,|^h
A|And where are you from?|qw	B|Pennsylvania.|sd
B|What are your favorite television shows?|qw	A|Well, I don't really watch too many T V shows other than, uh, occasionally I'll, I'll turn on DONAHUE because it comes on in the morning when I seem to be getting ready around here.|sd
A|Is that on, what what station?|qw	B|Uh, I don't even know, to tell you the truth|sd
A|What other shows do you like?|qw	B|Uh, I prefer OPRAH WINFREY to DONAHUE|sd
A|So do you know of any other shows in the even, or something that you enjoy?|qo	B|Oh, uh, tonight I'm looking forward to seeing GOLDEN GIRLS.|sd
A|So what have you seen interesting on OPRAH WINFREY lately?|qw	B|Lately, I haven't been catching it because of my work schedule.|sd
A|What have you seen recently that you enjoyed?|qw	B|Uh, I don't know, um,|^h
A|So, well what business are you in?|qw	B|I'm, I'm an electrical engineer.|sd
A|Well, what movies are you looking forward to seeing now?|qw	B|Um, well, I'm, I'm only twenty-seven years old|^h
A|So what do you know about it.|qw	B|Well, actually I'm, I, I'm quite versed lately.|sd
B|And, uh, what about you?|qo	A|Well, I guess I'm not too aware of how much they're spending right now You know.|sd
B|what do you think about that? It really is.|qo	A|Well, yeah,|^h
A|or where are you at?|qw	B|Arlington.|sd
A|What about politics on it?|qo	B|Oh.|b
A|And what kind do you have?|qw	B|I've got a male Siamese about a year old here.|sd
B|How about you?|qo	A|Well, we have a cat, um,|sd
A|Oh. Uh, how's the disposition of your Siamese cat?|qw	B|Well, it's, uh, you know they're just, uh, aggressive by nature|sv
B|How about yours?|qo	A|Well, yeah,|fo_o_fw_"_by_bc
A|So how do you get most of your current event information?|qw	B|Well, , see I'm going to school right now,|sd
A|What kind of pets do you have?|qw	B|Oh, we have one rotten cat.|sd
A|How does he treat the other people?|qw	B|Just, uh, stays away or runs usually.|sd
B|What are they doing up there?|qw	A|Well, here in Saskatoon, uh, much the same thing.|sd
A|Jimmy , so how do you get most of your news?|qw	B|Well, I kind of, uh, I watch the, uh, national news every day, for one.|sd
A|What, what, uh, newspapers do you read?|qw	B|Well, I read, uh, the local newspaper|sd
B|What about Mustang G T|qo	A|Mustang G T|b^m
B|what kind of track is that?|qw	A|Uh, just like a, uh, set up a lot of times|sd
A|Uh, what are you thinking about buying?|qw	B|Uh, I think I'd like to get, uh, B M W or if I go the German route, which I'm kind of leaning towards right now, but, uh, or maybe a, I mean, a, a Acura Legend. Uh|sd
A|How many kids do you have?|qw	B|I think I think we're going to talk about parents spending time with their children.|sd
B|So what do you think about, uh, recycling programs in Atlanta, Julie?|qo	A|The recycling program here is just terrible.|sd
B|Who are you?|qw	A|Oh, by the way, may name's Julie.|sd
B|what kind of plastic stuff can you recycle, do you know?|qw	A|The only thing I know that you can recycle is milk jugs.|sd
B|What about like those grocery bags?|qw	A|Oh, yeah,|b
B|How can it be bad?|qw	A|It is, because they,|sd
B|Well, what about, uh, papyrus, you know, made out of you know, bamboo stuff, from the from the  banks of  the Nile.|qo	A|I'm sure that's fine.|sd
B|What do you think?|qo	A|I mean, everybody, everybody everybody has a computer.|sv
A|Uh, what, what station do you listen to?|qw	B|Uh, it's a local radio station.|sd
A|So, how did that happen, anyway?|qw	B|Uh, financial trouble.|sd
A|I mean, when did it, when did they ,|qw	B|Oh, when did it happen?|br
B|So, how do you keep up?|qw	A|Oh, me, I, uh, good grief, I read the TIMES, LOS ANGELES TIMES.|sd
A|what did, how, how did you get to know about the T I thing?|qw	B|Oh, one of my instructors, uh, said that they were doing something like this|sd
A|what are you working on|qw	B|A, a Masters in, uh, information systems.|sd
B|Where at?|qw	A|At North Carolina State University.|sd
B|How do you like it out there|qw	A|Uh, I don't. Because, uh, I come from a lot, a bigger city than this one|sd
A|Where you at?|qw	B|Uh, well, I'm in Monterey, California right now|sd
A|When do you get out?|qw	B|Oh, probably be another twelve years.|sd
A|But, uh, but what if  they pay for it?|qo	B|Excuse me?|br
A|What if they pay for?|qo	B|If they pay for a P H D?|qy
A|What are some of your things you like to do?|qw	B|Well, when I have time I do like to sew,|sd
A|How old are they?|qw	B|Well they range from, let's see about a year and a half to nine years old.|sd
A|what did he shoot him with.|qw	B|Uh, well, uh, from what we can tell it was a pellet gun|sd
A|What are your cats' names.|qw	B|Uh, we have, uh, Bonzo, Bear, Poindexter, and Felix.|sd
B|And what do you have.|qw	A|I have Xanadu and Precious, and Rascal.|sd
B|What will you,|qw	A|I'm, I'm, I'm a photographer now.|sd
B|Huh. What's that about?|qw	A|A, uh, special effects man who somehow gets involved in this, um,|sd
B|How about yourself.|qo	A|Well, um, that's a hard question to answer because I do physical things, but I don't always set out for them to be exercise.|sd
A|what do you think is the biggest problem?|qw	B|The biggest problem, well, like in this part of town seems to be the attitude and the atmosphere in the schools that, uh, you know, you can throw money at it,|sd
B|what's that mean?|qw	A|That sounds like not as recent social changes, too, like back to the sixties or fifties, I guess|sd
B|What did you think about that idea?|qw	A|Well, I, I kind of, I thought, well, that, that might be possible since there are a lot of men in control of that kind of thing.|sd
B|So where are your, what are the places, you know, memorable places you've eaten?|qw	A|Uh, oh you okay you name it.|sd
A|why, which one were you going to recommend?|qw	B|Well, I mean, there's so many places here, you know,|sd
B|Where is that?|qw	A|Uh, Mount Vernon.|sd
A|Where did you all move from?|qw	B|Colorado Springs.|sd
A|How are you liking it?|qw	B|Oh, we love it up there|sd
A|Well, what are your hobbies?|qw	B|Well, actually my hobbies now are T shirt making.|sd
A|What kinds of, uh, sweat shirts and T shirts do you make?|qw	B|Um, right now I'm making Christmas ones with poinsettias and bears and all that kind of thing.|sd
A|Well, how's it going?|qo	B|Pretty good.|sd
B|Well, what are your hobbies?|qw	A|Well, I, I kind of have hobby fads, I guess.|sd
B|Well, how'd you learn to do that to fix them up?|qw	A|Oh, you just,|sd
B|Where'd you get the car?|qw	A|Well, we lived, we lived in South Dakota,|sd
A|How many music boxes do you have?|qw	B|Probably uh, about twenty.|sd
A|What's the most expensive one you bought?|qw	B|The most expensive.|b^m
A|Well how was Europe?|qo	B|economy.|sd
A|what does he think of your, uh, T shirts and,|qw	B|Well, he likes it all right.|sd
A|What kind of car would you like to buy next?|qw	B|Well, I guess Cadillac.|sd
A|Well, why would that be?|qw	B|Oh, I guess it's a General Motors product,|sd
A|If you had, uh, no financial requirements, if you could buy any car in the entire world, no matter what it cost, what would you buy?|qw	B|Oh, um, I think I'd still go with the Cadillac.|sd
A|Which type of Cadillac, uh, is your favorite?|qw	B|Oh, I don't know.|sd
A|What kind of, uh, General Motors cars have you had in the past?|qw	B|Mostly Oldsmobiles.|sd
A|What are dialing services?|qw	B|Where they, uh, intend to sell you things.|sd
A|How did Radio Shack work?|qw	B|If you go in and buy  anything they want your phone number.|sd
B|so, uh, well, uh, what kind of vacations do you like?|qw	A|Well, uh, I haven't been to many places,|sd
A|Where is that?|qw	B|It's, uh, well, it's in the Caribbean|sd
A|So, what did you do when you were in Europe?|qw	B|Uh, well, see, I went there when I was in high school, actually|sd
A|What did you do on the farm?|qw	B|Uh, uh, uh, well, not that much|sd
B|Uh, so, uh, where in France are you,|qw	A|Paris.|sd
B|And, uh, um, how long do you plan to be going for?|qw	A|Uh, two weeks.|sd
B|And, uh, what else are you planning to do, if anything?|qw	A|Museums, you know,|sd
B|Where have you gone first?|qw	A|Oh, where have I gone that's anywhere.|qh
B|what kind of things do you think can be done in, in, uh, in the long term?|qw	A|Well, can be done or will be done are two different things.|sv
B|what  kind of  foods would you have?|qw	A|Okay.|b
B|How long do you have to bake it?|qw	A|Um, let's see.|^h
B|How long would it be how long would it be in the microwave?|qw	A|Or maybe it's only half hour.|sd
B|Who won the game?|qw	A|They won in a squeaker.|sd
B|Who won that Portland game?|qw	A|You know, I wasn't, I, I I watched only a few minutes of it|sd
B|So what do you do?|qo	A|Well, that's basically what we do.|sd
B|Well first of all I, I have to ask you how, how old you are?|qw	A|Oh, I am twenty-seven.|sd
A|What type of exercise do you do?|qw	B|Well, I do, uh, jazzercise which is an aerobic, uh, program that,|sd
B|Well, what do you do?|qw	A|Uh, I really don't have a routine.|sd
A|What about, uh, white collar crimes like, uh, theft of trade secrets.|qo	B|I think those ought to be punished a whole lot worse than they are.|sv
A|Like what?|qw	B|Well, uh, say, embezzlement, right.|sd
A|What do you think?|qo	B|Uh, I, I don't think so.|sv
B|In what, uh, section of the government  do you work?|qw	A|I'm with  the F B I.|sd
A|Well what other, what, uh, what unique things you think, uh, that you can do about it in, in what, in Los Alamos?|qw	B|Well, uh,|%
A|club,  what club are you with?|qw	B|I'm sorry?|br
A|What club were you with?|qw	B|It's called, oh, what was it called City Sports, downtown Washington.|sd
B|Well, what newspapers, uh, do you read in Dallas?|qw	A|Uh, we have the DALLAS TIMES HERALD and the DALLAS MORNING NEWS,|sd
B|How come?|qw	A|Uh-huh.|fo_o_fw_"_by_bc
B|I mean who would steal a newspaper?|qw	A|You would be surprised.|sd
A|What part of California are you from?|qw	B|Uh, from Los Angeles,|sd
B|Wonder about them in what way?|qw	A|Well, uh, from what I understand there's been studies that, uh, these children are, uh, more rebellious.|sd
A|What do you mean?|qw	B|Uh, deliberate childbirth by surrogate mother.|sd
B|What, what do you envision for the next twenty years as far as women in American society?|qw	A|Uh, I think, I really don't have a vision|sd
A|What'd you do with them?|qw	B|Put them back|sd
B|What about you, you a,|qo	A|Well, most of my fishing is done at, um, area lakes around here, freshwater lakes|sd
A|How do you feel about credit cards?|qo	B|Personally, I do not care for them. Uh, although I find them a necessity in business and so forth,|sd
B|Well, from where are you calling?|qw	A|Oh, from the Dallas area.|sd
A|Well, what would you have at a dinner party?|qw	B|Well, uh, lately, since I have children I've cut down on having dinner parties|sd
A|Well um how long do you cook the meatballs|qw	B|The meatballs you just um after you form them fry them in a pan until they're uh browned on all all sides|ad
A|so which, uh, what basketball teams are you interested in?|qw	B|Well, I guess I'm a big Laker, L A Laker fan, when it comes to pros.|sd
B|How about you?|qo	A|Well, I'm, uh, originally from the Saint Louis area,|sd
B|where does Detroit fit in?|qw	A|Detroit's in that same, uh, that, that same, uh, division.|sd
B|now when you baby-sit, what age group children do you sit with?|qw	A|Well, gosh|ba
B|How much time did she spend with them?|qw	A|Not much at all|sd
B|And what are you studying?|qw	A|Uh, communications.|sd
B|uh, what base of communications would you be most interested in getting in to?|qw	A|Well, I'm majoring in, uh, public relations.|sd
A|What grade?|qw	B|oh, I started out with college and then went to high school|sd
A|What did you teach?|qw	B|I taught physical education.|sd
B|Uh, who wants to start this one?|qw	A|I don't know,|no
A|what do you think about it?|qo	B|Well, uh, the roles have definitely changed in the last generation or so.|sv
B|What's it like down there?|qw	A|Well, right now we're we're having the little bit of Spring that we have.|sd
A|Well, what movies have you seen recently, Valerie?|qw	B|Let's see,|^h
B|How was that?|qw	A|That was excellent.|sd
B|How long did that movie run?|qw	A|Uh, it's still on, to the best of my knowledge.|sd
B|Harrison Ford and, how does the story line go?|qw	A|It's, uh, he is a prosecuting attorney|sd
A|How big is the family you cook for?|qw	B|Uh, five.|sd
A|What,   what  does it have in it?|qw	B|It's|%
A|So but, uh, anyway, where do you like to eat?|qw	B|Uh, well, uh, we don't have any children|sd
A|Oh, which one do you like?|qw	B|Momo's.|sd
B|How do you usually find a, a new restaurant?|qw	A|Uh, well my husband's kind of the he, he's the ethnic fan.|sd
B|What's your favorite restaurant?|qw	A|Gosh, I guess just in Plano, I, Plano I like to go to Souper Salads.|sd
A|well how do you dress for work?|qw	B|My, my dress for work, uh, most of the time is, uh, rather comfortable and casual uh, usually, uh, slacks and a soft colored shirt.|sd
B|what kind, what kind of shoes do they wear down there?|qw	A|Well, we wear,|sd
A|What kind of cat is it?|qw	B|Just,|%
A|What was the other thing?|qw	B|Backpacking.|sd
A|Uh, what, what are some of the shows that you have been able to rent though?|qw	B|Uh, let's see.|^h
B|What have you seen recently?|qw	A|Well, maybe you, uh, you have seen DANCES WITH WOLVES.|qy^d
A|What did you think of that one?|qo	B|Enjoyed that quite a bit.|sd
B|What, now what night is that on now?|qw	A|Oh, that's Wednesday at, uh, seven thirty.|sd
A|how do you use them?|qw	B|Well, I do use them.|sd
A|Where do you work?|qw	B|Uh, do you know where Oakland and Hatcher are?|qy
A|How, how old are you?|qw	B|I'm, uh, thirty-three.|sd
B|And how do you feel about putting someone in the nursing home?|qo	A|Well, I don't think that uh, any of my relatives would really like to go there.|sd
A|What, what do you call Alzheimer disease and  stuff like that|qw	B|Yes,|b
A|So Frank, what, uh, type of, uh, budget do you or your family have?|qw	B|Well, uh I don't know that we really have a budget.|sd
B|Uh, about yourself?|qo	A|Well, I have to say I really don't have a budget.|sd
A|How big is your family?|qw	B|Uh, well we're, we have one on the way.|sd
B|How about yourself?|qo	A|I have two kids.|sd
A|What's your, uh, feeling?|qo	B|Uh, well I guess I, I guess I'm probably a little more to, toward the other direction.|sd
A|What sort of benefits would you like to get from a big company.|qw	B|Well, since I'm kind of on the, the older side, you know, I, I, I just feel like, uh, when I start talking about benefits, I talk about, I'm concerned about medical benefits|sd
A|Uh, what, what's your budget situation?|qw	B|Well, actually, uh, I've, I've had a couple of different situations.|sd
A|How has it been this week for you?|qw	B|Weather-wise, or otherwise?|qy
A|Oh, where did you go to school in Indiana?|qw	B|Purdue.|sd
A|uh, what do you think you would offer as far as, uh, information about selecting a school?|qw	B|Well, first I think they've got to have a pretty good idea of what they want to, what they want to do.|sv
A|What was your degree in?|qw	B|Uh, political science.|sd
B|Where are you at?|qw	A|Uh, U T D.|sd
B|What branch were you in?|qw	A|Huh?|br
B|What branch were you in?|qw	A|I was in the Air Force?|sd
A|what, what was your job?|qw	B|Uh, command post.|sd
B|What kind of a car do you drive now?|qw	A|I drive a Honda Prelude.|sd
B|What did you have before you bought that.|qw	A|I had a Buick Regal.|sd
A|Anyway, what are your, what are your first comments on that pauses and subject?|qw	B|Uh, my first comments on the budget.|b^m
B|What would you do?|qw	A|Well, as as far as the, you know, the deficit, that's a whole nother, uh, my perception of the budget, you know, the government.|sd
B|what kind of puppy you got?|qw	A|Well, uh, I think she's mostly German Shepherd.|sd
B|How long has it been since the first one?|qw	A|Uh, see, he, it, it was just over a year.|sd
A|What, what kind of testing do they do when you went?|qw	B|Uh, it's a urine test.|sd
B|And where did you go?|qw	A|I went to a small liberal arts college in Virginia.|sd
A|and, uh, what about you?|qo	B|I went to the University of Minnesota.|sd
B|Where do you live now?|qw	A|Uh, I live in Texas now.|sd
A|Where are you?|qw	B|Well, I'm in Texas.|sd
A|Um, what about you?|qo	B|Well, we do some dining out.|sd
A|Um, where, about is that?|qw	B|Um, well actually there's the Atlantic Cafe and Cafe Pacific,  and, uh,|sd
A|Now where is  the Atlantic Cafe?|qw	B|Atlantic Cafe is down on, I believe it's on McKinney.|sd
A|What did they name him?|qw	B|I can't,|sd
A|Where is your favorite place to go?|qw	B|Well, we haven't traveled outside the United States that much.|sd
A|What kind of painting was it?|qw	B|two little deals,|sd
A|Oh, well, what kind of paint did you use for the, um, bookends?|qw	B|Well, it's, uh, it, that's half the problem right there is that it wasn't, it was a oil base,|sd
A|Well, how long did it take you all?|qw	B|Well, a couple of week ends|sd
A|Well, how did you like that topic?|qo	B|Uh, I don't know,|sd
A|How old a group, how old are the children go with this center where you work?|qw	B|Um, in my room they go from eight weeks to nine months.|sd
A|And, uh, seeing as you've got some older children, I, I'm wondering, how did you handle that, when they were growing up?|qw	B|Yeah.|b
A|Well what kind of car, uh, are you thinking of buying next?|qw	B|Uh, more than likely, it's going to be a Chrysler.|sd
A|What year is it?|qw	B|It's a eighty-eight.|sd
A|And why don't you like the Mustang?|qw	B|It's, um,|%
A|Well, what, uh, what things do you consider when you buy a car?|qw	B|Um, the gas mileage for one thing,|sd
B|what do you feel are some of the main problems?|qw	A|Well, I'm in a, I'm in an urban area.|sd
B|what, what do you do, now?|qw	A|Well, we have saved our newspapers for years and years because the, uh, Boy Scouts our boys have been involved in have, uh, had a huge recycling bin, over at Resurrection Lutheran Church|sd
B|well, tell me what kind of books have you read?|qw	A|Well, to tell you the truth, I've been going to college for the last four years|sd
A|What are your thinkings on what they can do, what they'll be able to do?|qo	B|Well, I think that, uh, you know, with, uh, so much controversy over Ruben Sierra not signing and asking us for so much money, it's, um, you know, I think|sv
